IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/11F4,,Madonna: i.e. Mary with the Christ-child
http://iconclass.org/11F5,,"Madonna (i.e. Mary with the Christ-child) in the air, or on the clouds"
http://iconclass.org/11F6,,Madonna (i.e. Mary with the Christ-child) accompanied or surrounded by others
http://iconclass.org/11F7,,specific aspects ~ Madonna-representations (N.B. secondary notations only)
http://iconclass.org/11F8,,"miracles, appearances, and legends ~ Mary"
http://iconclass.org/11F9,🧎🤰,Mary devotion
http://iconclass.org/11G1,,"the nine choirs of angels, hierarchy of angels"
http://iconclass.org/11G2,,activities of angels (in heaven)
http://iconclass.org/11G3,👼⚔️,angels fighting
http://iconclass.org/11G4,,"specific aspects of angels, e.g. intervening in human affairs"
http://iconclass.org/11HH,😇♀️,female saints
http://iconclass.org/11I1,,"groups of prophets, usually holding books or scrolls (Isaiah, Jeremiah, Ezekiel, Daniel, Hosea, Joel, Amos, Obadiah, Jonah, Micah, Nahum, Habakkuk, Zephaniah, Haggai, Zechariah, Malachi)"
http://iconclass.org/11I2,,sibyls
http://iconclass.org/11I3,,"the twelve apostles (as a group), usually with books or scrolls (not in biblical context)"
http://iconclass.org/11I4,,"evangelists, usually with books or scrolls (not in biblical context)"
http://iconclass.org/11I5,,Doctors (Fathers) of the Church
http://iconclass.org/11I6,,"persons from the Old Testament (not in biblical context, nor occurring in legendary/historical extensions included in Division 71)"
http://iconclass.org/11I7,,persons from the New Testament (not in biblical context)
http://iconclass.org/11K1,,human-shaped devil
http://iconclass.org/11K2,🦄👿,devils in the form of (fabulous) animals
http://iconclass.org/11K3,,devils in other than human or animal form
http://iconclass.org/11K4,,activities of devil(s)
http://iconclass.org/11K5,🙏😈,worshipping the devil
http://iconclass.org/11L1,,Old Testament and New Testament ~ Christian doctrine
http://iconclass.org/11L2,🔟⚖️,the ten commandments (Exodus 20:3-17)
http://iconclass.org/11L3,,the articles of faith; confessions
http://iconclass.org/11L4,,catechism
http://iconclass.org/11L5,,"Canon Law, ethics, and theological sciences"
http://iconclass.org/11L6,,"books, treatises, etc. ~ Christian doctrine and religion"
http://iconclass.org/11L9,🧙⚖️🙏,heretic doctrine
http://iconclass.org/11M1,,"'Sapientia', mother of the Seven Virtues"
http://iconclass.org/11M2,,the Seven Virtues (symbolized)
http://iconclass.org/11M3,,the Three Theological Virtues
http://iconclass.org/11M4,,the Four Cardinal Virtues
http://iconclass.org/11N1,,"Vice, Evil, Sin; 'Peccato' (Ripa)"
http://iconclass.org/11N2,,(group of) the Seven Deadly Sins (symbolized)
http://iconclass.org/11N3,,the Seven Deadly Sins (personified)
http://iconclass.org/11N4,,"Unbelief, 'Infidelitas'"
http://iconclass.org/11N5,,venial sin
http://iconclass.org/11O1,,one Virtue fighting against or treading upon one Vice
http://iconclass.org/11P1,⛪🖼️,allegorical and symbolical representations ~ the Church and Religion
http://iconclass.org/11P2,✝️☦️,the Christian Churches
http://iconclass.org/11P3,⛪®️,"organization, functionaries and dignitaries in churches and in related institutions"
http://iconclass.org/11P4,,"representants of the Church (Christians in general, laymen, monks, etc.) in strife with each other or with opponents"
http://iconclass.org/11P5,📖🙏📡,spreading the gospel; missionary work
http://iconclass.org/11P6,💥🗿,destruction of pagan idols
http://iconclass.org/11P9,,"(aspects of) Christian Religion or the Church (as institution) ridiculed, criticized, or caricaturized"
http://iconclass.org/11Q0,,"devotion, piety; 'Divotione' (Ripa)"
http://iconclass.org/11Q1,,conversion and belief
http://iconclass.org/11Q2,,"(private) prayer; 'Oratione', 'Preghiere', 'Preghiere a Dio' (Ripa)"
http://iconclass.org/11Q3,,ascetic life and practice
http://iconclass.org/11Q4,,mysticism
http://iconclass.org/11Q5,,private worship and religious study
http://iconclass.org/11Q6,,pious customs
http://iconclass.org/11Q7,,public worship and liturgy of the Christian churches
http://iconclass.org/11R1,,personifications ~ the life of man
http://iconclass.org/11R2,,symbols of human life
http://iconclass.org/11R3,,the course of life symbolized
http://iconclass.org/11R4,,active vs. contemplative life
http://iconclass.org/11R5,,"(personifications of) 'Vanitas', the vanity of human life; Fragilità humana, Fugacità delle grandezze & della gloria mondana, Meditatione della morte, Opera vana, Piacere vano, Vana gloria, Vanità (Ripa)"
http://iconclass.org/11R6,,'Vanitas' still life
http://iconclass.org/11R7,,'Vanitas' symbols
http://iconclass.org/11S0,🏰☁👤️,personification of heaven: Caelus; 'Cielo' (Ripa)
http://iconclass.org/11S1,,representations of celestial paradise (and its inhabitants)
http://iconclass.org/11S2,,symbols of heaven
http://iconclass.org/11S3,,"journey to heaven, pathway to heaven"
http://iconclass.org/11S4,,"the gate of heaven, entrance to heaven, 'porta coeli'"
http://iconclass.org/11S5,,reception of the blessed in heaven
http://iconclass.org/11S6,,"the blessed in heaven, and their activities"
http://iconclass.org/11S7,,the Fourteen Beatitudes
http://iconclass.org/11T1,,"representations of hell (with the damned and devils), usually with burning fires"
http://iconclass.org/11T2,,symbols of hell
http://iconclass.org/11T3,,journey to hell
http://iconclass.org/11T4,,entrance of hell
http://iconclass.org/11T5,,"the damned souls, and their punishment"
http://iconclass.org/11T6,,"purgatory, usually the souls praying or asking for intercession"
http://iconclass.org/11T7,,Limbo
http://iconclass.org/11U1,,"comprehensive representation of Last Judgement: Christ (with sword and lily), often surrounded by elders and sometimes accompanied by Mary and John the Baptist, appears in the sky with trumpeting angels (and sometimes angels holding the instruments of the Passion); after the resurrection of the dead the blessed are led to heaven by angels, and the damned are dragged into hell by devils"
http://iconclass.org/11U2,,separate scenes ~ Last Judgement
http://iconclass.org/11U3,,symbols of Last Judgement
http://iconclass.org/11U4,,"Mary and John the Baptist together with (e.g. kneeling before) the judging Christ, 'Deesis' ~ Last Judgement"
http://iconclass.org/11U5,,the fifteen signs before Doomsday
http://iconclass.org/11U6,,the second coming of Christ
http://iconclass.org/11V1,,"feeding the hungry, 'esuriens cibatur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V2,,"giving the thirsty to drink, 'sitiens potatur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V3,,"sheltering strangers, 'hospes colligitur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V4,,"clothing the naked, 'nudus vestitur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V5,,"visiting the sick, 'aeger curatur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V6,,"visiting or liberating the imprisoned, 'incarceratus solatur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V7,,"burying the dead, 'mortuus sepellitur' ~ one of the (seven) Acts of Mercy"
http://iconclass.org/11V8,,the (seven) spiritual Acts of Mercy
http://iconclass.org/11V9,,works of mercilessness
http://iconclass.org/11VV,,the (seven) Acts of Mercy - VV - Christ present
http://iconclass.org/12A0,,"'Synagoga', Synagogue, i.e. Jewish religion personified (or symbolized)"
http://iconclass.org/12A1,✡️🔱,God ~ Jewish religion
http://iconclass.org/12A2,✡️⚖️,"biblical laws, justice and government ~ Jewish religion"
http://iconclass.org/12A3,,"religious practices, worship, liturgy ~ Jewish religion"
http://iconclass.org/12A4,,"Tabernacle, Temple, Synagogue, and other sanctuaries ~ Jewish religion"
http://iconclass.org/12A5,,"Jewish spiritual leaders and divisions, religious functionaries"
http://iconclass.org/12A6,✡️📅🎉,"Jewish festivals, feasts and holidays (including liturgy, ceremonies, rites and customs)"
http://iconclass.org/12A7,,"the Jews, Jewish life"
http://iconclass.org/12A8,,"symbols, religious and magic concepts, occupations, fashions, realities, general ideas ~ Judaism and Jewry"
http://iconclass.org/12A9,✡️💥,anti-semitism
http://iconclass.org/12B1,,conceptions and ideas visualized ~ non-Christian religions
http://iconclass.org/12B2,,ritual practices ~ non-Christian religions
http://iconclass.org/12B3,,ritual practices with particular objectives ~ non-Christian religions
http://iconclass.org/12B4,,ritual practices ~ stadia of human life (non-Christian religions)
http://iconclass.org/12B5,,religious functionaries ~ non-Christian religions
http://iconclass.org/12B6,,places and objects of worship ~ non-Christian religions
http://iconclass.org/12B7,,ritual objects and ritual means ~ non-Christian religions
http://iconclass.org/12B8,,religious communities ~ non-Christian religions
http://iconclass.org/12B9,,other social activities ~ non-Christian religions
http://iconclass.org/12C1,,conceptions and ideas visualized ~ Egyptian religion
http://iconclass.org/12C2,,ritual practices ~ Egyptian religion
http://iconclass.org/12C3,,ritual practices with particular objectives ~ Egyptian religion
http://iconclass.org/12C4,,ritual practices ~ stadia of human life (Egyptian religion)
http://iconclass.org/12C5,,religious functionaries ~ Egyptian religion
http://iconclass.org/12C6,🇪🇬🛐,places of worship ~ Egyptian religion
http://iconclass.org/12D1,,conceptions and ideas visualized ~ Babylonian-Assyrian religions and other antique religions of the Near East and Northern Africa
http://iconclass.org/12D2,,ritual practices ~ Babylonian-Assyrian religions and other antique religions of the Near East and Northern Africa
http://iconclass.org/12D5,,religious functionaries ~ Babylonian-Assyrian religions and other antique religions of the Near East and Northern Africa
http://iconclass.org/12D6,,places and objects of worship ~ objects of worship in Babylonian-Assyrian religions and other antique religions of the Near East and Northern Africa
http://iconclass.org/12E1,🏛️💭👀,conceptions and ideas visualized ~ Greek religion
http://iconclass.org/12E2,,ritual practices ~ Greek religion
http://iconclass.org/12E4,,ritual practices ~ stadia of human life (Greek religion)
http://iconclass.org/12E5,,religious functionaries ~ Greek religion
http://iconclass.org/12E6,🏛️🛐,places and objects of worship ~ Greek religion
http://iconclass.org/12E7,,ritual objects and ritual means ~ Greek religion
http://iconclass.org/12E8,🏛️👥🙏,Greek religious communities
http://iconclass.org/12E9,,other social activities ~ Greek religion
http://iconclass.org/12F1,,conceptions and ideas visualized ~ Roman religion
http://iconclass.org/12F2,,ritual practices ~ Roman religion
http://iconclass.org/12F3,,ritual practices with particular objectives ~ Roman religion
http://iconclass.org/12F4,,ritual practices ~ stadia of human life (Roman religion)
http://iconclass.org/12F5,,religious functionaries ~ Roman religion
http://iconclass.org/12F6,🏛️🛐🇮🇹,places and objects of worship ~ Roman religion
http://iconclass.org/12F7,,ritual objects and ritual means ~ Roman religion
http://iconclass.org/12F9,,"other social activities: feasts, games ~ Roman religion"
http://iconclass.org/12G1,,conceptions and ideas visualized ~ Mithraism and other Hellenistic or Late Roman (provincial) religions (including ancient Iranian religions)
http://iconclass.org/12G2,,ritual practices ~ Mithraism and other Hellenistic or Late Roman (provincial) religions (including ancient Iranian religions)
http://iconclass.org/12G4,,ritual practices ~ stadia of human life in Mithraism and other Hellenistic or Late Roman (provincial) religions (including ancient Iranian religions)
http://iconclass.org/12G5,,religious functionaries ~ Mithraism and other Hellenistic or Late Roman (provincial) religions (including ancient Iranian religions)
http://iconclass.org/12G6,,places and objects of worship ~ Mithraism and other Hellenistic or Late Roman (provincial) religions (including ancient Iranian religions)
http://iconclass.org/12H1,,"conceptions and ideas visualized ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12H2,,"ritual practices ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12H3,,"ritual practices with particular objectives ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12H4,,"ritual practices ~ stadia of human life (Hinduism, Buddhism, Jainism)"
http://iconclass.org/12H5,,"religious functionaries ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12H6,,"places and objects of worship ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12H7,,"ritual objects and ritual means ~ Hinduism, Buddhism, Jainism"
http://iconclass.org/12I1,,"conceptions and ideas visualized ~ Islam, Mohammedanism"
http://iconclass.org/12I2,,"ritual practices ~ Islam, Mohammedanism"
http://iconclass.org/12I4,,"ritual practices ~ stadia of human life (Islam, Mohammedanism)"
http://iconclass.org/12I5,,"religious functionaries ~ Islam, Mohammedanism"
http://iconclass.org/12I6,,"places and objects of worship ~ Islam, Mohammedanism"
http://iconclass.org/12I8,,"religious communities ~ Islam, Mohammedanism"
http://iconclass.org/12K2,,ritual practices ~ Celtic religion
http://iconclass.org/12K5,,religious functionaries ~ Celtic religion
http://iconclass.org/12K6,,places and objects of worship ~ Celtic religion
http://iconclass.org/12L1,,conceptions and ideas visualized ~ Germanic and Scandinavian religions
http://iconclass.org/12L2,,ritual practices ~ Germanic and Scandinavian religions
http://iconclass.org/12L4,,ritual practices ~ stadia of human life (Germanic and Scandinavian religions)
http://iconclass.org/12L5,,religious functionaries ~ Germanic and Scandiavian religions
http://iconclass.org/12L6,,places and objects of worship ~ Germanic and Scandinavian religions
